url,id,title,release_at,keyword
https://news.ltn.com.tw/news/politics/breakingnews/3043882,3043882,轟中共光說不練！ 劉家昌宣布籌組「中國台灣反共黨」,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043910,3043910,真的相信藍會贏！ 徐巧芯：華僑都已經回來辦桌了,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043852,3043852,前台企聯副會長當代主席 藍議員轟：我們中常委到底在幹嘛？,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043811,3043811,不想當吳斯懷鄰居？不只王定宇大罵 他笑：蔣萬安先搬走！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043851,3043851,國民黨改革 蘇清泉：全面黨員直選,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043814,3043814,韓國瑜落選紀念物貶值！劉樂妍在中國「清倉」被罵爆,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043545,3043545,羅淑蕾籲韓留高雄 王瑞德爆氣痛罵：不可能的代誌！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043492,3043492,韓粉提反罷免綠委 四叉貓好心提醒：能成功國民黨早選上了,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043540,3043540,宜督盟統計議員簽到及在場率差64.3％ 遭反批不懂議會生態,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043734,3043734,臉書開放索取親筆春聯 王金平：從政不能短視近利,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043775,3043775,贊同韓國瑜接國民黨主席 劉宥彤酸：國黨安全、不會沒錢,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043694,3043694,挺罷韓正妹曝買報紙遭霸凌 激怒韓粉阿姨被罵「頭殼壞了」,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043672,3043672,中選會公告總統選舉補助款 民進黨2.4億、國民黨1.6億,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043628,3043628,吳敦義退出政壇？ 老友紫南宮主委：應該是這樣了吧,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043570,3043570,吳敦義一意孤行？ 蔡正元揭國民黨不分區提名內幕,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043494,3043494,罷韓+補選得花2億  韓巿府恐動用第二預備金,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043518,3043518,出席自由日大會 曾永權盼藍綠拋棄選舉恩怨、攜手合作,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043512,3043512,立委選舉「空戰」大數據揭密 陳柏惟勝選有跡可循！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043882,3043882,轟中共光說不練！ 劉家昌宣布籌組「中國台灣反共黨」,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043910,3043910,真的相信藍會贏！ 徐巧芯：華僑都已經回來辦桌了,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043852,3043852,前台企聯副會長當代主席 藍議員轟：我們中常委到底在幹嘛？,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043811,3043811,不想當吳斯懷鄰居？不只王定宇大罵 他笑：蔣萬安先搬走！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043851,3043851,國民黨改革 蘇清泉：全面黨員直選,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043814,3043814,韓國瑜落選紀念物貶值！劉樂妍在中國「清倉」被罵爆,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043545,3043545,羅淑蕾籲韓留高雄 王瑞德爆氣痛罵：不可能的代誌！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043492,3043492,韓粉提反罷免綠委 四叉貓好心提醒：能成功國民黨早選上了,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043540,3043540,宜督盟統計議員簽到及在場率差64.3％ 遭反批不懂議會生態,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043734,3043734,臉書開放索取親筆春聯 王金平：從政不能短視近利,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043775,3043775,贊同韓國瑜接國民黨主席 劉宥彤酸：國黨安全、不會沒錢,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043694,3043694,挺罷韓正妹曝買報紙遭霸凌 激怒韓粉阿姨被罵「頭殼壞了」,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043672,3043672,中選會公告總統選舉補助款 民進黨2.4億、國民黨1.6億,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043628,3043628,吳敦義退出政壇？ 老友紫南宮主委：應該是這樣了吧,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043570,3043570,吳敦義一意孤行？ 蔡正元揭國民黨不分區提名內幕,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043494,3043494,罷韓+補選得花2億  韓巿府恐動用第二預備金,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043518,3043518,出席自由日大會 曾永權盼藍綠拋棄選舉恩怨、攜手合作,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043512,3043512,立委選舉「空戰」大數據揭密 陳柏惟勝選有跡可循！,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043408,3043408,遭假消息抹黑 伍麗華：將採法律行動捍衛名譽,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043364,3043364,中市議員王立任宣誓就職 民進黨團增添火力,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043283,3043283,國會辦公室與吳斯懷相鄰 王定宇笑稱：命運的捉弄？,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043245,3043245,「台語雙雄」PK？   謝龍介說沒問題並對陳柏惟這麼說…,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043240,3043240,韓國瑜若選黨主席？侯友宜：要符合民意、認同下個世代想法,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043192,3043192,曾銘宗：是否拋棄「92共識」非黨內少數人決定 要傾聽人民看法,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043155,3043155,國民黨公告  黨主席補選3/7舉行,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043178,3043178,堅辭國民黨新北市黨部主委  李乾龍：辭呈已送達黨中央,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043017,3043017,貪圖社會對軍人的尊敬 李錫錕痛批吳斯懷「讓軍服蒙羞」,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3043023,3043023,去年秋天就不期待韓勝選 中學者：中國對大選結果不意外,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3042965,3042965,陳師孟請辭獲准 監委高涌誠接手、將先約詢憲法學者,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3042844,3042844,中共尋找潛在合作對象？ 葛來儀點名柯文哲、郭台銘,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3042575,3042575,台企聯副會長當主席 王定宇：國台辦變國民黨老大？,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3042951,3042951,「恭喜發財，紅包拿來」 韓國瑜送這給高雄人被罵爆,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346647,1346647,告黨產會凍8億 國民黨敗訴,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346644,1346644,改革國民黨 青年團提兩岸路線大辯論,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346645,1346645,林榮德代主席 台企聯身分惹議,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346646,1346646,吳斯懷抽中辦公室在隔壁 王定宇︰要跪求吳辭職的 門口可借他,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346640,1346640,馬英九：九二共識若調整 須有四前提,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/paper/1346648,1346648,朝野協商 總預算通案刪246億,2020/01/17,kmt
https://news.ltn.com.tw/news/politics/breakingnews/3042948,3042948,曝九合一後與綠委的對話 陳學聖談2020嘆：為何差這麼多？,2020/01/17,kmt
